id,story,query,target,f_comb
4006,"[Shirley] picked up her daughter [Margaret] from school early. [Shirley] just dropped off her son, [Casey], at soccer practice. Now she was on her to way to pick up her other son, [Drew], from basketball practice. [Casey] and his sister [Margaret] went to the park.","('Casey', 'Drew')",brother,mother-son
4007,"[Edward] asked his father, [Kyle] to help him build a birdhouse. [Sarah] told her dad [Edward] about how much fun she had with her sister [Patty] at the park. [Edward] went to pick up his daughter [Patty] from school on the last day before summer vacation.","('Kyle', 'Patty')",granddaughter,son-daughter
4008,"[Ronald] wanted to go to his grandmother [Karen]'s house. His brother [Benny] did n't go with him. [Kristen] just dropped off her son, [Benny], at soccer practice. Now she was on her to way to pick up her other son, [Ronald], from basketball practice.","('Benny', 'Karen')",grandmother,brother-grandmother
4009,"[Edward] is happy that his brother, [Vernon], is becoming successful. [Sarah] asked her father [Edward] if she could spend the night at her friend's house. [Patty] us the daughter of [Edward] 'wife. [Patty] loves to go hunting with her uncle [Vernon]. He is teaching her all the tricks.","('Sarah', 'Vernon')",uncle,father-brother
4010,"[Edward] is doted on by [Karen], who calls him her handsome son every chance she gets. [Edward] thinks his sister [Robin] is a little upset by this. When [Eric] met [Karen] at the hospital, he was relieved to see her face. It could have conveyed good or bad, but what it told him was that his wife [Robin] had a successful surgery. When he asked her how she was, [Karen] said ``her first words were'mom tell [Eric] I love him. ''","('Karen', 'Eric')",son-in-law,daughter-husband
4011,"[Robin] and her sister [Shirley] have never been close. Still, they love each other because they are family. [James] was so excited to give his mother, [Shirley], a really nice card for Mother's Day. He loves her very much. [Casey]'s aunt, [Robin], asked [Casey] to mow the lawn for her. [Casey] said he could n't because he had a bad back. [Shirley] dotes on her son [Casey]. Because of this, [Casey] is pretty spoiled.","('James', 'Robin')",aunt,mother-sister
4012,[Michelle] was playing in the sandbox with her brother [Darnell]. [Kristen] went to a movie with her sister [Theresa]. [Theresa] brought along her son [Darnell] who loved going to the movies with his family. [Theresa] had a heart-to-heart conversation with her daughter [Michelle] about some things.,"('Kristen', 'Darnell')",nephew,sister-son
4013,[Casey] went jogging with his brother [Drew]. [Drew]'s brother [James] prefers running instead. [Kyle] took his grandson [James] out for ice-cream. [Casey] and [James] are brothers. they like to spend time together,"('Kyle', 'Casey')",grandson,grandson-brother
4014,"[Lonnie] has been married to [Sarah] for ten years today. [Benny] and his sister [Sarah] stood in line at the fair. The hostess called out [Edward]'s name and [Sarah] told her father their table was ready. [Edward] wanted his son, [Benny], to go fishing with him.","('Lonnie', 'Edward')",father-in-law,wife-father
4015,"[Carl] and his sister [Serena] were painting her house. [Carl]'s grandfather, [Kyle], came over to help. [Kyle]'s wife [Karen] and granddaughter [Serena] went out to get some tea together.","('Karen', 'Serena')",granddaughter,husband-granddaughter
4016,[Karen] has an amazing son. Her son [Vernon] is very talented. [Theresa] and her brother [Vernon] were having a wonderful time at Disneyland. [Karen] decided to take a walk with her son [Henry] after dinner. [Henry]'s brother [Vernon] did n't feel like walking so he stayed at home.,"('Theresa', 'Karen')",mother,brother-mother
4017,"[Amanda] was n't sure what to buy her brother [Darnell] for his birthday. She decided to ask her mother, [Theresa], for some advice. [Theresa] invited her mother [Karen] to spend a couple of day with her and her son [Darnell].","('Darnell', 'Karen')",grandmother,mother-mother
4018,"[Edward] made a grilled cheese for his son [Benny]. [Benny]'s brother [Ronald] ate a salad. [Ronald] enjoys the company of his wife, [Dionne], in the evenings. [Edward] was delighted to watch his son [Ronald] steal third base in the Championship baseball game.","('Edward', 'Dionne')",daughter-in-law,son-wife
4019,"[Robin]'s mom, [Marlene] got ready for the party. [Marlene] took her younger sister [Lisa] to the carnival last weekend. [Serena] loved her mother [Robin]. She was heartbroken when she heard [Robin] had suddenly passed away. [Serena] needed to go to the store. [Serena] asked her sister [Marlene] for a ride.","('Lisa', 'Robin')",mother,sister-mother
4020,"[Sarah] asked her grandmother [Karen] to help her tie her shoes. [Karen] told her she was old enough to do it on her own. [Edward] was shopping for a new dress for his daughter [Sarah]. [Benny] and his sister [Sarah] stood in line at the fair. [Benny] is [Karen]'s favorite grandson. As her daughter's oldest son, he visits her regularly and helps with chores.","('Edward', 'Karen')",mother,daughter-grandmother
4021,"[Sarah] looks up to her father, [Edward]. [Sarah] could n't wait for the surprise birthday party that she was throwing for her brother [Benny] next weekend. [Ronald] was angry with his brother [Benny] for forgetting to pick him up from school. [Edward] is a man with a son named [Benny].","('Ronald', 'Edward')",father,brother-father
4022,"[Karen]'s son, [Edward], has a son named [Benny]. [Kyle] decided to take his son, [Edward], on a ski vacation. [Kyle] and [Karen] celebrated their one year anniversary of marriage today.","('Karen', 'Benny')",grandson,son-son
4023,[Kristen] loved to play dress-up with her daughter [Sarah]. [Kristen] liked to take her son [Ronald] and his sister [Sarah] out to the park whenever she had the time. [Patty] loved her mother [Kristen]. She was heartbroken when she heard [Kristen] had suddenly passed away.,"('Patty', 'Sarah')",sister,mother-daughter
4024,[Ronald] is really looking forward to a visit from his uncle [Vernon]. [Kristen] loves to make cookies for her son. His name is [Ronald]. [Kristen] and her brother [Vernon] were having a wonderful time at Disneyland. [Vernon] was happy that his son [Casey] was doing well in college.,"('Kristen', 'Casey')",nephew,brother-son
4025,"[Shirley] talks to her son [James] every day. [Vernon] and [Shirley] got married last fall. After 1 year of marriage, [Shirley] gave birth to her first child [Drew]. [James] and his brother [Drew] just talked on the phone for the first time in years.","('Vernon', 'Drew')",son,wife-son
4026,"[Eric] and his son, [Allen], went to the store. [Robin], [Eric]'s wife, wanted them to pick up stuff for dinner. [Allen] and her sister [Marlene] decided to take a trip to Mexico together. [Eric] has a daughter named [Marlene] who visits him every Sunday for dinner.","('Robin', 'Allen')",son,husband-son
4027,[Shirley] loved to care for her newborn child [Drew]. [Karen] took her grandson [Drew] to daycare today. [Drew] and [James] are brothers who look nothing alike. [Shirley] drove her son [James] to his soccer game.,"('Shirley', 'Karen')",mother,son-grandmother
4028,"[Eric] met his brother [Edward] for drinks after work. [Allen] and his brother [Carl] went to the movies. [Allen] wanted to see an action movie, but [Carl] convinced him to go to a horror film instead. [Eric] bought a book for his son [Allen]. [Carl] went to the park with his father, [Eric].","('Carl', 'Edward')",uncle,father-brother
4029,[Robin] took her daughter [Lisa] to see her very first ballet performance. [Karen] was so proud of her daughter [Robin] for getting straight A's this semester. [Allen] and his sister [Lisa] went to brunch today at the new diner. [Allen] was enjoying the delicious meal prepared by his mother [Robin].,"('Lisa', 'Karen')",grandmother,mother-mother
4030,"[Sarah] went to visit her aunt, [Robin], who's birthday was yesterday. [Edward] 'daughter, [Sarah], just made it into grad school. [Edward] asked his daughter, [Patty], where her sister [Sarah] was. Emille said she did n't know.","('Edward', 'Robin')",sister,daughter-aunt
4031,"[Michelle] loved played dolls with her grandmother, [Karen]. [Michelle] is a daughter of [Henry] it seems. [Theresa] loved her husband [Henry]. They had a daughter named [Michelle]. They live in a nice house.","('Henry', 'Karen')",mother,daughter-grandmother
4032,"[Patty] does n't like having to babysit her younger brother, [Ronald]. [Patty] was ill, that's why she could n't go to school. She was with her mother [Edward] all day. [Edward] and his wife [Kristen] are going to be at the play. [Edward] who is [Ronald]'s father grounded [Ronald] after finding out what [Ronald] had done at school.","('Kristen', 'Ronald')",son,husband-son
4033,"[Karen] loves playing catch with her daughter's son. His name is [Benny]. [Ronald] loves his grandmother, [Karen], and sends her flowers every day. [Benny] is [Ronald]'s brother and they are best friends. [Benny]'s sister, [Patty], bought movie tickets at a discount rate.","('Karen', 'Patty')",granddaughter,grandson-sister
4034,[Ronald] is one of [Sarah]'s brothers. They have lots of fun together. [Kyle] has an amazing granddaughter who plays tennis named [Patty]. [Patty] sometimes play tennis with her brother [Ronald]. [Sarah] and her sister [Patty] braided each other's hair before school.,"('Kyle', 'Ronald')",grandson,granddaughter-brother
4035,"[Edward] is happy that his brother, [Vernon], is becoming successful. [Edward] was unhappy with his daughter, [Patty], when she drove his Mercedes without asking for his permission. [Vernon]'s son is [Drew]. [Drew] and his father always go fishing together on Sundays and have a great time together. [Vernon] took his niece [Patty] fishing Saturday. They caught a couple small fish.","('Edward', 'Drew')",nephew,brother-son
4036,"[Verdie] is looking for a good gift for her sister [Michelle]. [Amanda] asked her sister [Verdie] to hurry up and get off the phone. [Amanda]'s sister [Michelle] told her to wait her turn and be more patient. [Henry] 'daughter, [Verdie], just made it into grad school.","('Henry', 'Michelle')",daughter,daughter-sister
4037,"[Carl] often goes out for lunch with his sister, [Lisa]. [Marlene] loves her brother [Carl]. [Karen] took her granddaughter [Lisa] on a long walk during the pretty spring day. [Karen] fixed a big dinner on Sunday and invited her grandson [Carl]. He came and stayed a few hours.","('Marlene', 'Karen')",grandmother,brother-grandmother
4038,"[Kristen] is getting married. She is looking forward to her sister, [Theresa], attending. They have n't seen each other since [Theresa] relocated to California with her husband 3 years ago. [Verdie] did not agree with her parents on a lot of things. [Henry] had to calm her daughter [Verdie] down to assuage his wife, [Theresa]. [Theresa] told her daughter [Verdie] to wash up. Dinner was ready.","('Kristen', 'Verdie')",niece,sister-daughter
4039,"[Henry] and his daughter [Michelle] go to the beach every year. They always have an amazing time. [Eric] likes to take his niece, [Michelle], for walks by the beach. [Eric] took his sister [Kristen] and his brother [Henry] out to dinner for their birthday last night and they had a great time.","('Henry', 'Kristen')",sister,brother-sister
4040,"[Henry] had taken his son [Darnell] to the batting cages to practice for his big game. While watching his son, [Henry] could n't help but think about when he used to go to the batting cages with his father [Kyle]. [Kyle] has a daughter names [Kristen], she just turned 25. He also has a son, [Kristen]'s brother [Henry], he just turned 20.","('Kyle', 'Darnell')",grandson,son-son
