id,story,query,target,parse,gender,f_comb
4045,[Darnell] and his father [Henry] played video games all day last Saturday. [Darnell] enjoys the company of his sibling [Michelle]. [Michelle] is [Henry] 'daughter and they go shopping at least twice a week together. [Christine] just celebrated her first wedding anniversary with her husband [Darnell].,"('Christine', 'Henry')",father-in-law,"father(""Darnell"", ""Henry""). sibling(""Darnell"", ""Michelle""). daughter(""Henry"", ""Michelle""). husband(""Christine"", ""Darnell"").",,husband-father
4046,"[Amanda] is making Thanksgiving dinner for her mother [Theresa] and her husband, [Barry]. [Michelle]'s mother [Theresa] took her to school Monday. [Michelle]'s sister [Amanda] took the bus to school.","('Barry', 'Theresa')",mother-in-law,"mother(""Amanda"", ""Theresa""). daughter(""Theresa"", ""Amanda""). husband(""Amanda"", ""Barry""). wife(""Barry"", ""Amanda""). mother(""Michelle"", ""Theresa""). daughter(""Theresa"", ""Michelle""). sister(""Michelle"", ""Amanda""). sister(""Amanda"", ""Michelle"").",,wife-mother
4050,[Shirley] bought her son [Casey] a basketball for his birthday. [Shirley] had to pick her son [Drew] up from school because the schools' bus was broke down. [Drew] is [Casey]'s Brother. [Stacy] and her husband [Casey] just got back from their honeymoon in Hawaii. They had a wonderful time there.,"('Stacy', 'Shirley')",mother-in-law,"son(""Shirley"", ""Casey""). mother(""Casey"", ""Shirley""). son(""Shirley"", ""Drew""). mother(""Drew"", ""Shirley""). brother(""Drew"", ""Casey""). husband(""Stacy"", ""Casey""), wife(""Casey"", ""Stacy"").",,husband-mother
4071,"[Henry]'s son [Darnell] entered rehab for the ninth time at the age of thirty. [Michelle] was ill, that's why she could n't go to school. She was with her mother [Henry] all day. [Edward] is a man with a niece named [Michelle]. [Darnell] was ratted out by his sister [Michelle] when he snuck out of the house, so [Darnell] decided to hide [Michelle]'s purse.","('Henry', 'Edward')",brother,"son(""Henry"", ""Darnell""). father(""Darnell"", ""Henry""). mother(""Michelle"", ""Henry""). daughter(""Henry"", ""Michelle""). niece(""Edward"", ""Michelle"") uncle(""Michelle"", ""Edward""). sister(""Darnell"", ""Michelle""). brother(""Michelle"", ""Darnell"").",,daughter-uncle
4075,"[Patty] is looking for a good gift for her sister [Sarah]. [Kristen] invited her daughter, [Sarah], to to shopping with her while [Sarah]'s husband, [Lonnie], stayed home and watched the kids. [Kristen]'s daughter, [Patty], just graduated high school.","('Kristen', 'Lonnie')",son-in-law,"sister(""Patty"", ""Sarah""). daughter(""Kristen"", ""Sarah""). mother(""Sarah"", ""Kristen""). husband(""Sarah"", ""Lonnie""). daughter(""Kristen"", ""Patty"").",,daughter-husband
4096,"[Amanda] and her sister [Verdie] have never been close. Still, they love each other because they are family. [Verdie] took her mother [Theresa] to lunch. Then [Verdie] picked up her husband [Eddie] at the airport. [Theresa] took her daughter [Amanda] to school during the cold winter morning.","('Eddie', 'Theresa')",mother-in-law,"sister(""Amanda"", ""Verdie""). sister(""Verdie"", ""Amanda""). mother(""Verdie"", ""Theresa""). daughter(""Theresa"", ""Verdie""). husband(""Verdie"", ""Eddie""). wife(""Eddie"", ""Verdie""). daughter(""Theresa"", ""Amanda""). mother(""Amanda"", ""Theresa"").",,wife-mother
4098,"[Margaret] invited her father [Vernon] to her high school father daughter dance. [Theresa] is teaching her niece, [Margaret] how to bake a homemade apple pie. [Theresa] and her daughter, [Michelle], were having a dispute over money. [Theresa]'s brother, [Vernon], advised them both to just forget about it.","('Vernon', 'Michelle')",niece,"father(""Margaret"", ""Vernon""). daughter(""Vernon"", ""Margaret""). niece(""Theresa"", ""Margaret""). aunt(""Margaret"", ""Theresa""). daughter(""Theresa"", ""Michelle""). mother(""Michelle"", ""Theresa""). brother(""Theresa"", ""Vernon""). sister(""Vernon"", ""Theresa"").",,sister-daughter
4100,"[Robin] is very excited about her weekend plans. She is going up to her cabin with her husband, [Eric], and her daughter, [Marlene]. [Michael] waited for [Marlene] to wrap up at work. [Eric] read his daughter [Marlene] a bedtime story. Soon she was fast asleep.","('Eric', 'Michael')",son-in-law,"husband(""Robin"", ""Eric""), daughter(""Robin"", ""Marlene""), father(""Marlene"", ""Eric""), daughter(""Michael"", ""Marlene""), father(""Marlene"", ""Eric"").",,daughter-husband
4105,"[Allen] got a gift for his brother calvin. [Carl]'s mother, [Robin], did n't like the gift and took it away from him. [Allen]'s mother [Robin] baked brownies for dessert after they had dinner. [Serena]'s husband, [Allen], went off to purchase jewelry for her.","('Serena', 'Robin')",mother-in-law,"brother(""Allen"",""Calvin""). mother(""Carl"",""Robin""). mother(""Allen"",""Robin""). husband(""Serena"",""Allen""). wife(""Allen"",""Serena"").",,husband-mother
4113,[Sarah] and her brother [Benny] sat down together to clip coupons. [Vernon] always looked up to his brother [Edward]. [Sarah] invited her father [Edward] to dinner. [Edward] and his son [Benny] went to the store to by bread.,"('Vernon', 'Sarah')",niece,"brother(""Sarah"", ""Benny""). sister(""Benny"", ""Sarah""). brother(""Vernon"", ""Edward""). father(""Sarah"", ""Edward""). daughter(""Edward"", ""Sarah""). son(""Edward"", ""Benny""). father(""Benny"", ""Edward"").",,brother-daughter
4128,"[Margaret] loves spending time with her father. His name is [Vernon]. [Stacy] and her husband, [Casey], went to a baseball game. [Vernon], [Casey]'s father, was already there, holding their seats for them. [Casey] often goes out for lunch with his sister, [Margaret].","('Stacy', 'Vernon')",father-in-law,"father(""Margaret"",""Vernon""). daughter(""Vernon"",""Margaret""). husband(""Stacy"",""Casey""). wife(""Casey"",""Stacy""). father(""Casey"",""Vernon""). son(""Vernon"",""Casey""). sister(""Casey"",""Margaret""). brother(""Margaret"",""Casey"").",,husband-father
4140,"[Robin] and her mother [Karen] had a coffee date, and [Robin]'s sister [Kristen] showed up in the middle of it. [Kristen] and [Vernon] are siblings and best friends. They do everything together. Sometimes [Kristen] invites her mom, [Karen].","('Karen', 'Vernon')",son,"mother(""Robin"", ""Karen""). daughter(""Karen"", ""Robin""). sister(""Robin"", ""Kristen""). sister(""Kristen"", ""Robin""). mother(""Kristen"", ""Karen""). daughter(""Karen"", ""Kristen""). sibling(""Kristen"", ""Vernon""). sibling(""Vernon"", ""Kristen"").",,daughter-brother
4152,"[Kristen] is married to Thomas and when she was 24, the couple welcomed [Patty] into the world. [Edward] drove his daughter [Patty] to school yesterday because she missed the bus. [Theresa] likes to make mini pies for her niece, [Patty]. [Edward]'s sister, [Theresa], was crying, so he told her a joke. She laughed, and felt better.","('Kristen', 'Theresa')",sister,"wife(""Thomas"", ""Kristen""). husband(""Kristen"", ""Thomas""). mother(""Patty"", ""Kristen""). father(""Patty"", ""Edward""). daughter(""Edward"", ""Patty""). niece(""Theresa"", ""Patty""). aunt(""Patty"", ""Theresa""). sister(""Edward"", ""Theresa""). brother(""Theresa"", ""Edward"").",,daughter-aunt
4154,[Vernon] recently went to dinner with his daughter [Margaret] and her husband [Andrew]. [Margaret] needed to go to the store. [Margaret] asked her sister [Constance] for a ride. [Vernon] and his daughter [Constance] go to the beach every year. They always have an amazing time.,"('Vernon', 'Andrew')",son-in-law,"daughter(""Vernon"",""Margaret""). father(""Margaret"",""Vernon""). husband(""Margaret"",""Andrew""). wife(""Andrew"",""Margaret""). sister(""Margaret"",""Constance""). sister(""Constance"",""Margaret""). daughter(""Vernon"",""Constance""). father(""Constance"",""Vernon"").",,daughter-husband
4160,"[Carl] was playing his sister [Marlene]. Suddenly, [Marlene]'s mother [Robin] called her to come upstairs right away. [Barbara]'s husband, [Carl], was eager to see his mother, [Robin].","('Barbara', 'Robin')",mother-in-law,"sister(""Carl"",""Marlene""). brother(""Marlene"",""Carl""). mother(""Marlene"",""Robin""). husband(""Barbara"",""Carl""). wife(""Carl"",""Barbara""). mother(""Carl"",""Robin"").",,husband-mother
4164,"[Barry] and his wife [Amanda] decided to visit [Amanda]'s mother [Theresa] on Sunday. [Darnell]'s mother [Theresa] bought a Christmas gift for his sister, [Amanda].","('Barry', 'Theresa')",mother-in-law,"wife(""Barry"",""Amanda""). husband(""Amanda"",""Barry""). mother(""Amanda"",""Theresa""). daughter(""Theresa"",""Amanda""). mother(""Darnell"",""Theresa""). brother(""Amanda"",""Darnell""). sister(""Darnell"",""Amanda"").",,wife-mother
4169,"[Margaret] and her sister [Constance] were going to the store to buy groceries. [Constance]'s mom, [Shirley], called [Constance] to ask her to buy a gallon of milk. [Kyle] always had some great adventure planned for his granddaughter [Margaret] when she came to visit. So, naturally, when [Shirley] told her daughter [Margaret] that they would be going to visit [Kyle] she could hardly contain herself.","('Shirley', 'Kyle')",father,"sister(""Margaret"", ""Constance""). sister(""Constance"", ""Margaret""). mother(""Constance"", ""Shirley""). daughter(""Shirley"", ""Constance""). granddaughter(""Margaret"", ""Kyle""). grandfather(""Kyle"", ""Margaret""). mother(""Margaret"", ""Shirley""). daughter(""Shirley"", ""Margaret"").",,daughter-grandfather
4186,"[Eric] and his brother [Edward] went to the arcade. They had a wonderful time. [Edward] was speaking with his father, [Kyle], and with his wife, [Kristen]. [Kyle] is a man with a son named [Eric].","('Kristen', 'Kyle')",father-in-law,"brother(""Eric"", ""Edward""). brother(""Edward"", ""Eric""). father(""Edward"", ""Kyle""). son(""Kyle"", ""Edward""). wife(""Edward"", ""Kristen""). husband(""Kristen"", ""Edward""). son(""Kyle"", ""Eric""). father(""Eric"", ""Kyle"").",,husband-father
4188,"[Edward] shares a birthday with both his brother, [Vernon] and his daughter [Patty]. [Edward] who is [Ronald]'s father grounded [Ronald] after finding out what [Ronald] had done at school. [Ronald] has a sister that picks on him. Her name is [Patty].","('Vernon', 'Patty')",niece,"brother(""Edward"", ""Vernon""). brother(""Vernon"", ""Edward""). daughter(""Edward"", ""Patty""). father(""Patty"", ""Edward""). father(""Ronald"", ""Edward""). son(""Edward"", ""Ronald""). sister(""Ronald"", ""Patty""). brother(""Patty"", ""Ronald"").",,brother-daughter
4191,"[Theresa]'s mom, [Karen], has recently taken art classes. [Karen] decided to take her son [Eric] out to have Mexican food for Dinner. [Eric] enjoyed spending time with his mother. [Theresa] and her brother [Eric] went to the basketball game and had a great time. [Eric] is the proud father of the lovely [Carl]","('Carl', 'Karen')",grandmother,"mother(""Theresa"", ""Karen""). daughter(""Karen"", ""Theresa""). son(""Karen"", ""Eric""). mother(""Eric"", ""Karen""). brother(""Theresa"", ""Eric""). sister(""Eric"", ""Theresa""). father(""Eric"", ""Carl""). son(""Carl"", ""Eric"").",,father-mother
4192,[Kristen] is looking for a good gift for her sister [Theresa]. [Kristen] and her brother [Vernon] went to the movies together. [Theresa]'s daughter [Amanda] and brother [Vernon] went to the shooting range today.,"('Vernon', 'Amanda')",niece,"sister(""Kristen"", ""Theresa""), sister(""Theresa"", ""Kristen""). brother(""Kristen"", ""Vernon""), sister(""Vernon"", ""Kristen""). daughter(""Theresa"", ""Amanda""), mother(""Amanda"", ""Theresa""). brother(""Theresa"", ""Vernon""), sister(""Vernon"", ""Theresa"").",,sister-daughter
4196,[Edward] fell in love with [Kristen] at first sight and soon after they wed. [Ronald] did n't get along very well with his sister [Sarah] for some reason. [Edward] took his son [Ronald] for boxing lessons. He felt the boy needed to toughen up. [Sarah] loves painting with her father. His name is [Edward].,"('Kristen', 'Sarah')",daughter,"spouse(""Edward"", ""Kristen""). spouse(""Kristen"", ""Edward""). brother(""Ronald"", ""Sarah""). sister(""Sarah"", ""Ronald""). son(""Edward"", ""Ronald""). father(""Ronald"", ""Edward""). daughter(""Edward"", ""Sarah""). father(""Sarah"", ""Edward"").",,husband-daughter
4207,"[Kristen] took her son [Ronald] on a trip. They went to see [Kristen]'s mother, [Karen]. [Karen] made a pie for her daughter [Shirley]. [Shirley]'s sister [Kristen] really enjoyed it.","('Ronald', 'Karen')",grandmother,"son(""Kristen"", ""Ronald""). mother(""Kristen"", ""Karen""). daughter(""Karen"", ""Kristen""). daughter(""Karen"", ""Shirley""). mother(""Shirley"", ""Karen""). sister(""Shirley"", ""Kristen""). sister(""Kristen"", ""Shirley"").",,mother-mother
4208,[Ronald] took his sister [Dorothy] to the movies with him to see the new Star Wars film. [Kristen] took her daughter [Dorothy] to see her very first ballet performance. [Ronald] loves dancing with his wife. Her name is [Dionne]. [Kristen] enjoys making burritos for her son. His name is [Ronald].,"('Dionne', 'Kristen')",mother-in-law,"sister(""Ronald"", ""Dorothy""). brother(""Dorothy"", ""Ronald""). daughter(""Kristen"", ""Dorothy""). mother(""Dorothy"", ""Kristen""). wife(""Ronald"", ""Dionne""). husband(""Dionne"", ""Ronald""). son(""Kristen"", ""Ronald""). mother(""Ronald"", ""Kristen"").",,husband-mother
4211,"[Darnell] and [Michelle] are brother and sister, but they do not both like [Darnell]'s father [Henry]. [Henry] is the loving father of his wonderful child [Michelle]. [Michelle] loves [Henry]. [John] just got married to [Michelle]. He's very happy with his new wife.","('John', 'Henry')",father-in-law,"brother(""Darnell"", ""Michelle""). sister(""Michelle"", ""Darnell""). father(""Darnell"", ""Henry""). son(""Henry"", ""Darnell""). daughter(""Henry"", ""Michelle""). father(""Michelle"", ""Henry""). husband(""John"", ""Michelle""). wife(""Michelle"", ""John"").",,wife-father
4212,"[Edward] is the loving father of a beautiful girl named [Sarah]. [Dorothy] and her sister [Sarah] have never been close. Still, they love each other because they are family. [Edward] drove his daughter [Dorothy] to soccer practice. [Edward] and his sister [Robin] got their mother [Robin] a new computer for her birthday. She really liked it.","('Sarah', 'Robin')",aunt,"father(""Edward"", ""Sarah""). daughter(""Edward"", ""Sarah""). sister(""Dorothy"", ""Sarah""). sister(""Sarah"", ""Dorothy""). father(""Edward"", ""Dorothy""). daughter(""Edward"", ""Dorothy""). sister(""Edward"", ""Robin""). brother(""Robin"", ""Edward""). mother(""Edward"", ""Robin""). grandmother(""Robin"", ""Edward"").
 The last sentence seems to contain an error, as Robin can't be Edward's sister and mother at the same time.",,father-sister
4213,[Michael] is making a very special present for his wife [Marlene]. [Marlene] and her brother [Carl] sat down together to clip coupons. [Robin] wants to make a special meal for her daughter [Marlene]'s birthday. [Robin] talks to her son [Carl] every day.,"('Robin', 'Michael')",son-in-law,"wife(""Michael"", ""Marlene""). husband(""Marlene"", ""Michael""). brother(""Marlene"", ""Carl""). sister(""Carl"", ""Marlene""). daughter(""Robin"", ""Marlene""). mother(""Marlene"", ""Robin""). son(""Robin"", ""Carl""). mother(""Carl"", ""Robin"").",,daughter-husband
